# orthogroupId	proteinId
OG0000920	ENSGACP00000015856
OG0000920	ENSTNIP00000015457
OG0000920	ENSDARP00000063056
OG0000920	ENSDARP00000152219
OG0000920	ENSORLP00000039899
OG0000920	ENSGACP00000013696
OG0000920	ENSLOCP00000005972
OG0000920	ENSGALP00010005545
OG0000920	ENSMGAP00000011699
OG0000920	ENSTGUP00000029846
OG0000920	ENSACAP00000016435
OG0000920	ENSCAFP00845025584
OG0000920	ENSP00000276570
OG0000920	ENSMUSP00000113414
OG0000920	ENSMODP00000052897
OG0000920	ENSCMIP00000000432
OG0000920	ENSLOCP00000000243
OG0000920	ENSDARP00000075407
OG0000920	ENSORLP00000039446
OG0000920	ENSGACP00000001990
OG0000920	ENSTNIP00000007571
OG0000920	ENSGALP00010012739
OG0000920	ENSACAP00000040775
OG0000920	ENSORLP00000010868
OG0000920	ENSTNIP00000008117
OG0000920	ENSGACP00000008060
OG0000920	ENSDARP00000016772
OG0000920	ENSDARP00000150822
OG0000920	ENSGACP00000015477
OG0000920	ENSTNIP00000001100
OG0000920	ENSLOCP00000019539
OG0000920	ENSDARP00000116467
OG0000920	ENSCAFP00845009524
OG0000920	ENSP00000296097
OG0000920	ENSMUSP00000064587
OG0001160	XP_035666300
OG0001160	ENSGALP00010000176
OG0001160	ENSACAP00000031050
OG0001160	ENSCAFP00845034337
OG0001160	ENSMUSP00000113465
OG0001160	ENSMODP00000012241
OG0001160	ENSP00000436901
OG0001160	ENSLOCP00000003111
OG0001160	ENSORLP00000009262
OG0001160	ENSTNIP00000012953
OG0001160	ENSGACP00000026973
OG0001160	ENSDARP00000003264
OG0001160	ENSORLP00000043505
OG0001160	ENSGACP00000023303
OG0001160	ENSTNIP00000019903
OG0001160	ENSDARP00000054242
OG0001160	ENSDARP00000141965
OG0001160	ENSCAFP00845008631
OG0001160	ENSP00000347716
OG0001160	ENSMUSP00000103866
OG0001160	ENSACAP00000013154
OG0001160	ENSLOCP00000017714
OG0001160	ENSORLP00000043190
OG0001160	ENSTNIP00000017358
OG0001160	ENSGACP00000007778
OG0001160	ENSDARP00000138238
OG0001160	ENSDARP00000146430
OG0001160	ENSCMIP00000044583
OG0001160	ENSGALP00010030647
OG0001160	ENSMGAP00000018716
OG0001160	ENSTGUP00000011639
OG0001160	ENSACAP00000016124
OG0001160	ENSCAFP00845016113
OG0001160	ENSP00000450518
OG0001160	ENSMUSP00000136280
OG0001160	ENSMODP00000045581
OG0001160	ENSCMIP00000044580
OG0001160	ENSTNIP00000013891
OG0001160	ENSGACP00000017218
OG0001160	ENSDARP00000032706
OG0001160	ENSLOCP00000015214
OG0003463	XP_035658964
OG0003463	ENSGALP00010014486
OG0003463	ENSMGAP00000003232
OG0003463	ENSTGUP00000005923
OG0003463	ENSACAP00000022213
OG0003463	ENSCAFP00845028213
OG0003463	ENSP00000283141
OG0003463	ENSMUSP00000115127
OG0003463	ENSMODP00000038459
OG0003463	ENSCMIP00000029230
OG0003463	ENSLOCP00000016185
OG0003463	ENSCMIP00000029235
OG0003463	ENSACAP00000003892
OG0003463	ENSCAFP00845021526
OG0003463	ENSP00000350162
OG0003463	ENSMUSP00000079909
OG0003463	ENSMODP00000052423
OG0003463	ENSGALP00010036678
OG0003463	ENSMGAP00000020905
OG0003463	ENSTGUP00000017912
OG0003463	ENSLOCP00000003910
OG0003463	ENSDARP00000114083
OG0003463	ENSLOCP00000003930
OG0003463	ENSCMIP00000036644
OG0003463	ENSORLP00000040642
OG0001694	XP_035685940
OG0001694	ENSGALP00010019889
OG0001694	ENSTGUP00000000909
OG0001694	ENSMGAP00000020480
OG0001694	ENSACAP00000017344
OG0001694	ENSCAFP00845021712
OG0001694	ENSP00000304405
OG0001694	ENSP00000488945
OG0001694	ENSMUSP00000138399
OG0001694	ENSMODP00000020165
OG0001694	ENSLOCP00000005280
OG0001694	ENSORLP00000003123
OG0001694	ENSGACP00000004209
OG0001694	ENSTNIP00000020722
OG0001694	ENSDARP00000134461
OG0001694	ENSCMIP00000039268
OG0001694	ENSGALP00010005740
OG0001694	ENSACAP00000024992
OG0001694	ENSP00000358635
OG0001694	ENSMUSP00000133649
OG0001694	ENSCAFP00845018844
OG0001694	ENSP00000506859
OG0001694	ENSMGAP00000018471
OG0001694	ENSTGUP00000012847
OG0001694	ENSMODP00000036858
OG0001694	ENSMODP00000041537
OG0001694	ENSLOCP00000020915
OG0001694	ENSORLP00000018607
OG0001694	ENSGACP00000012075
OG0001694	ENSTNIP00000020437
OG0001694	ENSDARP00000127882
OG0001694	ENSDARP00000058778
OG0001694	ENSORLP00000041903
OG0001694	ENSGACP00000015431
OG0001694	ENSTNIP00000005384
OG0001694	ENSCMIP00000028548
OG0000825	XP_035661304
OG0000825	ENSGALP00010032031
OG0000825	ENSMGAP00000027572
OG0000825	ENSTGUP00000026030
OG0000825	ENSACAP00000015591
OG0000825	ENSCMIP00000028668
OG0000825	ENSORLP00000043479
OG0000825	ENSTNIP00000020063
OG0000825	ENSGACP00000006387
OG0000825	ENSDARP00000087453
OG0000825	ENSLOCP00000009135
OG0000825	ENSDARP00000123505
OG0000825	ENSORLP00000034904
OG0000825	ENSGACP00000020327
OG0000825	ENSGALP00010004070
OG0000825	ENSMGAP00000009864
OG0000825	ENSTGUP00000001624
OG0000825	ENSMGAP00000020733
OG0000825	ENSACAP00000018954
OG0000825	ENSCAFP00845027071
OG0000825	ENSP00000405514
OG0000825	ENSMUSP00000134943
OG0000825	ENSLOCP00000013389
OG0000825	ENSORLP00000030048
OG0000825	ENSGACP00000008823
OG0000825	ENSDARP00000123328
OG0000825	ENSCMIP00000025481
OG0000825	ENSGALP00010038068
OG0000825	ENSMGAP00000029140
OG0000825	ENSACAP00000021766
OG0000825	ENSCAFP00845017174
OG0000825	ENSP00000478767
OG0000825	ENSMUSP00000041732
OG0000825	ENSMODP00000032817
OG0000825	ENSORLP00000020862
OG0000825	ENSGACP00000007732
OG0000825	ENSTNIP00000017021
OG0000825	ENSDARP00000129867
OG0000825	ENSDARP00000157399
OG0000825	ENSDARP00000132675
OG0000825	ENSORLP00000014050
OG0000825	ENSGACP00000004387
OG0000825	ENSTNIP00000017461
OG0000825	ENSLOCP00000016048
OG0000825	ENSCMIP00000021942
OG0002557	XP_035657915
OG0002557	ENSGALP00010037883
OG0002557	ENSMGAP00000004909
OG0002557	ENSTGUP00000000711
OG0002557	ENSCAFP00845018976
OG0002557	ENSP00000326604
OG0002557	ENSMUSP00000058405
OG0002557	ENSMODP00000006255
OG0002557	ENSACAP00000010956
OG0002557	ENSORLP00000013202
OG0002557	ENSGACP00000005135
OG0002557	ENSTNIP00000015755
OG0002557	ENSDARP00000137295
OG0002557	ENSLOCP00000015352
OG0002557	ENSCMIP00000021494
OG0002557	ENSGALP00010037015
OG0002557	ENSMGAP00000008240
OG0002557	ENSTGUP00000017394
OG0002557	ENSCAFP00845029598
OG0002557	ENSP00000267102
OG0002557	ENSMUSP00000023736
OG0002557	ENSMODP00000059733
OG0002557	ENSORLP00000031255
OG0002557	ENSTNIP00000002318
OG0002557	ENSGACP00000011988
OG0002557	ENSDARP00000019361
OG0002557	ENSLOCP00000009361
OG0002557	ENSACAP00000015364
OG0002557	ENSCMIP00000005458
OG0001544	XP_035659642
OG0001544	ENSGALP00010026279
OG0001544	ENSMGAP00000004506
OG0001544	ENSTGUP00000036532
OG0001544	ENSACAP00000013804
OG0001544	ENSCAFP00845017720
OG0001544	ENSCAFP00845032768
OG0001544	ENSP00000362268
OG0001544	ENSMUSP00000026599
OG0001544	ENSMODP00000044304
OG0001544	ENSORLP00000010564
OG0001544	ENSGACP00000024508
OG0001544	ENSTNIP00000018854
OG0001544	ENSDARP00000057540
OG0001544	ENSDARP00000151450
OG0001544	ENSLOCP00000018341
OG0001544	ENSCMIP00000011632
OG0001544	ENSGALP00010004376
OG0001544	ENSMGAP00000015521
OG0001544	ENSTGUP00000007500
OG0001544	ENSCAFP00845004154
OG0001544	ENSCAFP00845028271
OG0001544	ENSCAFP00845024723
OG0001544	ENSCAFP00845042259
OG0001544	ENSCAFP00845036379
OG0001544	ENSCAFP00845013572
OG0001544	ENSCAFP00845007022
OG0001544	ENSCAFP00845019505
OG0001544	ENSP00000368528
OG0001544	ENSMUSP00000109530
OG0001544	ENSMODP00000039105
OG0001544	ENSORLP00000003091
OG0001544	ENSGACP00000023352
OG0001544	ENSDARP00000141485
OG0001544	ENSDARP00000039266
OG0001544	ENSDARP00000141022
OG0001544	ENSORLP00000003353
OG0001544	ENSTNIP00000007211
OG0001544	ENSGACP00000016827
OG0001544	ENSLOCP00000004038
OG0001544	ENSCMIP00000030371
OG0002522	XP_035674496
OG0002522	ENSGALP00010033476
OG0002522	ENSMGAP00000011721
OG0002522	ENSTGUP00000011379
OG0002522	ENSCMIP00000044762
OG0002522	ENSACAP00000009931
OG0002522	ENSCAFP00845043374
OG0002522	ENSMUSP00000066860
OG0002522	ENSP00000358211
OG0002522	ENSMODP00000011868
OG0002522	ENSORLP00000001447
OG0002522	ENSTNIP00000001271
OG0002522	ENSGACP00000019311
OG0002522	ENSDARP00000106960
OG0002522	ENSTNIP00000022947
OG0002522	ENSLOCP00000011714
OG0002522	ENSCMIP00000037854
OG0002522	ENSCAFP00845020077
OG0002522	ENSP00000254963
OG0002522	ENSMUSP00000096950
OG0002522	ENSMODP00000014310
OG0002522	ENSACAP00000031464
OG0002522	ENSTGUP00000034409
OG0002522	ENSORLP00000027584
OG0002522	ENSTNIP00000003746
OG0002522	ENSGACP00000026246
OG0002522	ENSTNIP00000006698
OG0002522	ENSDARP00000081527
OG0002522	ENSLOCP00000001510
OG0002522	ENSCMIP00000031999
OG0001887	XP_035687035
OG0001887	ENSGALP00010005532
OG0001887	ENSMGAP00000014577
OG0001887	ENSTGUP00000031166
OG0001887	ENSMODP00000023058
OG0001887	ENSCAFP00845010790
OG0001887	ENSCAFP00845011283
OG0001887	ENSP00000402527
OG0001887	ENSMGAP00000029410
OG0001887	ENSMUSP00000126777
OG0001887	ENSACAP00000032082
OG0001887	ENSORLP00000021651
OG0001887	ENSTNIP00000013621
OG0001887	ENSDARP00000128862
OG0001887	ENSGACP00000015555
OG0001887	ENSDARP00000135570
OG0001887	ENSLOCP00000020899
OG0001887	ENSGACP00000015563
OG0001887	ENSCMIP00000007921
OG0001887	ENSCMIP00000047803
OG0001887	ENSORLP00000034683
OG0001887	ENSTNIP00000018054
OG0001887	ENSGACP00000003618
OG0001887	ENSDARP00000083972
OG0001887	ENSORLP00000043761
OG0001887	ENSGACP00000020341
OG0001887	ENSDARP00000081302
OG0001887	ENSLOCP00000011612
OG0001887	ENSCAFP00845028473
OG0001887	ENSP00000377655
OG0001887	ENSMUSP00000086779
OG0001887	ENSMODP00000002395
OG0001887	ENSGALP00010008393
OG0001887	ENSMGAP00000027825
OG0001887	ENSTGUP00000029178
OG0001887	ENSACAP00000035183
OG0001044	XP_035678708
OG0001044	ENSGALP00010032432
OG0001044	ENSTGUP00000038568
OG0001044	ENSACAP00000008363
OG0001044	ENSCAFP00845033783
OG0001044	ENSP00000217381
OG0001044	ENSMUSP00000028991
OG0001044	ENSMODP00000003704
OG0001044	ENSORLP00000007508
OG0001044	ENSTNIP00000009832
OG0001044	ENSGACP00000008047
OG0001044	ENSDARP00000134763
OG0001044	ENSLOCP00000000876
OG0001044	ENSCMIP00000009832
OG0001044	ENSGALP00010013079
OG0001044	ENSMGAP00000023802
OG0001044	ENSTGUP00000012772
OG0001044	ENSACAP00000009106
OG0001044	ENSCAFP00845011570
OG0001044	ENSP00000431124
OG0001044	ENSMUSP00000041294
OG0001044	ENSMODP00000002775
OG0001044	ENSLOCP00000011255
OG0001044	ENSDARP00000105583
OG0001044	ENSORLP00000041120
OG0001044	ENSGACP00000009197
OG0001044	ENSTNIP00000012507
OG0001044	ENSCMIP00000023741
OG0001044	ENSGALP00010011064
OG0001044	ENSMGAP00000008157
OG0001044	ENSTGUP00000014837
OG0001044	ENSCAFP00845013567
OG0001044	ENSMUSP00000037324
OG0001044	ENSP00000461734
OG0001044	ENSP00000338191
OG0001044	ENSMODP00000003835
OG0001044	ENSACAP00000036769
OG0001044	ENSORLP00000042474
OG0001044	ENSGACP00000002773
OG0001044	ENSTNIP00000011695
OG0001044	ENSDARP00000067932
OG0001044	ENSLOCP00000003376
OG0001044	ENSCMIP00000001457
OG0001352	XP_035694046
OG0001352	ENSGALP00010003080
OG0001352	ENSMGAP00000016201
OG0001352	ENSTGUP00000013455
OG0001352	ENSACAP00000011065
OG0001352	ENSCAFP00845014511
OG0001352	ENSMUSP00000146093
OG0001352	ENSMODP00000032694
OG0001352	ENSORLP00000018004
OG0001352	ENSGACP00000008482
OG0001352	ENSTNIP00000008475
OG0001352	ENSDARP00000109090
OG0001352	ENSLOCP00000001158
OG0001352	ENSCMIP00000012612
OG0001352	ENSORLP00000011929
OG0001352	ENSTNIP00000003023
OG0001352	ENSGACP00000024728
OG0001352	ENSDARP00000143153
OG0001352	ENSLOCP00000017749
OG0001352	ENSCMIP00000039705
OG0001352	ENSCAFP00845029212
OG0001352	ENSP00000218006
OG0001352	ENSMUSP00000044521
OG0001352	ENSACAP00000005469
OG0001352	ENSTGUP00000015875
OG0001352	ENSCAFP00845037528
OG0001352	ENSP00000254854
OG0001352	ENSMUSP00000021259
OG0001352	ENSMODP00000009459
OG0001352	ENSORLP00000009861
OG0001352	ENSTNIP00000014720
OG0001352	ENSGACP00000026963
OG0001352	ENSDARP00000113061
OG0001352	ENSDARP00000156313
OG0001352	ENSORLP00000022542
OG0001352	ENSGACP00000001536
OG0001352	ENSTNIP00000005426
OG0001352	ENSLOCP00000016668
OG0002765	XP_035695365
OG0002765	ENSGALP00010017710
OG0002765	ENSMGAP00000016657
OG0002765	ENSTGUP00000036712
OG0002765	ENSACAP00000019903
OG0002765	ENSCAFP00845023803
OG0002765	ENSP00000331305
OG0002765	ENSMUSP00000061390
OG0002765	ENSMODP00000020662
OG0002765	ENSORLP00000017749
OG0002765	ENSTNIP00000004502
OG0002765	ENSGACP00000010104
OG0002765	ENSLOCP00000014258
OG0002765	ENSCMIP00000010417
OG0002765	ENSGALP00010043447
OG0002765	ENSMGAP00000008868
OG0002765	ENSTGUP00000027400
OG0002765	ENSCAFP00845020909
OG0002765	ENSMUSP00000036039
OG0002765	ENSP00000427695
OG0002765	ENSCMIP00000039063
OG0002765	ENSORLP00000013293
OG0002765	ENSTNIP00000015608
OG0002765	ENSGACP00000016633
OG0002765	ENSDARP00000049239
OG0002765	ENSTNIP00000014457
OG0002765	ENSGACP00000006616
OG0002765	ENSORLP00000025692
OG0002765	ENSDARP00000012382
OG0002765	ENSLOCP00000013465
OG0001799	XP_035699210
OG0001799	ENSGALP00010033538
OG0001799	ENSMGAP00000019379
OG0001799	ENSTGUP00000031291
OG0001799	ENSACAP00000032190
OG0001799	ENSCAFP00845038844
OG0001799	ENSMUSP00000107768
OG0001799	ENSP00000380308
OG0001799	ENSMODP00000035575
OG0001799	ENSLOCP00000009356
OG0001799	ENSTNIP00000020054
OG0001799	ENSGACP00000006599
OG0001799	ENSORLP00000045512
OG0001799	ENSDARP00000009095
OG0001799	ENSDARP00000141192
OG0001799	ENSORLP00000017871
OG0001799	ENSTNIP00000000442
OG0001799	ENSGACP00000020359
OG0001799	ENSCMIP00000026648
OG0001799	ENSGALP00010004871
OG0001799	ENSMGAP00000010015
OG0001799	ENSTGUP00000034833
OG0001799	ENSACAP00000014283
OG0001799	ENSCAFP00845029505
OG0001799	ENSP00000392337
OG0001799	ENSMUSP00000111217
OG0001799	ENSLOCP00000013473
OG0001799	ENSORLP00000035291
OG0001799	ENSTNIP00000020915
OG0001799	ENSGACP00000008934
OG0001799	ENSDARP00000132715
OG0001799	ENSDARP00000080844
OG0001799	ENSCMIP00000017134
OG0001799	ENSCMIP00000031109
OG0000939	XP_035694630
OG0000939	ENSGALP00010044351
OG0000939	ENSMGAP00000009287
OG0000939	ENSTGUP00000009287
OG0000939	ENSACAP00000005034
OG0000939	ENSCAFP00845018438
OG0000939	ENSP00000268933
OG0000939	ENSMUSP00000121390
OG0000939	ENSMODP00000056548
OG0000939	ENSLOCP00000017202
OG0000939	ENSDARP00000127571
OG0000939	ENSDARP00000145299
OG0000939	ENSTNIP00000013340
OG0000939	ENSGACP00000014061
OG0000939	ENSORLP00000040124
